"function_name"	"category"	"help_topic"	"argument"	"required"	"default"	"standard_value"	"standard_rule"	"description"
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"xylab.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"xytext.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"xtext.line"	FALSE	"1.5"	"1.5"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"ytext.line"	FALSE	"1.65"	"1.65"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"p.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"px"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"py"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"ip.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"ipx1"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"ipx2"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"ipy"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"ml"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"mr"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"mt"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"mb"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"seperate"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"width"	FALSE	"par(\"din\")[1]"	"par(\"din\")[1]"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"height"	FALSE	"par(\"din\")[2]"	"par(\"din\")[2]"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"unit"	FALSE	"c(\"in\", \"cm\", \"mm\")"	"c(\"in\", \"cm\", \"mm\")"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"dpi"	FALSE	"300"	"300"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"browse"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot1.2"	"utility"	"rcs_plot1.2"	"mfrow"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"r"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"RCS的结果"
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"title"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"xlim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"ylim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"breaks"	FALSE	"20"	"20"	"Preserve the package default."	"histgram的柱子个数，默认为20"
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"lp.color"	FALSE	"c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"c(\"green\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"Preserve the package default."	"趋势线的颜色"
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"lp.wd"	FALSE	"1.4"	"1.4"	"Preserve the package default."	"趋势线的宽度"
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"ci.alpha"	FALSE	"c(0.13, 0.13)"	"c(0.13, 0.13)"	"Preserve the package default."	"可信区间的透明度，默认为0.13"
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"reference"	FALSE	"TRUE"	"TRUE"	"Preserve the package default."	"参考值"
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"ref.wd"	FALSE	"1"	"1"	"Preserve the package default."	"参考线的宽度"
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"xlab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"x轴标题"
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"ylab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"y轴标题"
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"xylab.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"xytext.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"xtext.line"	FALSE	"1.5"	"1.5"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"ytext.line"	FALSE	"1.65"	"1.65"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"p.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"px"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"py"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"ip.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"ipx1"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"ipx2"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"ipy"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"ml"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"mr"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"mt"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"mb"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"seperate"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"width"	FALSE	"par(\"din\")[1]"	"par(\"din\")[1]"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"height"	FALSE	"par(\"din\")[2]"	"par(\"din\")[2]"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"unit"	FALSE	"c(\"in\", \"cm\", \"mm\")"	"c(\"in\", \"cm\", \"mm\")"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"dpi"	FALSE	"300"	"300"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"mfrow"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot1.3"	"utility"	"rcs_plot1.3"	"browse"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"r"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"RCS的结果"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"title"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"xlim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"ylim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"breaks"	FALSE	"20"	"20"	"Preserve the package default."	"histgram的柱子个数，默认为20"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"bar.fill"	FALSE	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"Preserve the package default."	"histgram的填充颜色"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"bar.color"	FALSE	"\"gray\""	"\"gray\""	"Preserve the package default."	"histgram的边框颜色"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"bar.alpha"	FALSE	"c(1, 1, 1, 1)"	"c(1, 1, 1, 1)"	"Preserve the package default."	"histgram填充颜色的透明度，0到1"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"lp.color"	FALSE	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"Preserve the package default."	"趋势线的颜色"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"lp.wd"	FALSE	"1.4"	"1.4"	"Preserve the package default."	"趋势线的宽度"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"ci.alpha"	FALSE	"c(0.13, 0.13)"	"c(0.13, 0.13)"	"Preserve the package default."	"可信区间的透明度，默认为0.13"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"reference"	FALSE	"TRUE"	"TRUE"	"Preserve the package default."	"参考值"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"ref.wd"	FALSE	"1"	"1"	"Preserve the package default."	"参考线的宽度"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"xlab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"x轴标题"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"ylab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"y轴标题"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"xylab.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"xytext.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"xtext.line"	FALSE	"1.5"	"1.5"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"ytext.line"	FALSE	"1.65"	"1.65"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"ylab2"	FALSE	"\"Probability density\""	"\"Probability density\""	"Preserve the package default."	"y2轴标题"
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"p.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"px"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"py"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"ip.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"ipx1"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"ipx2"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"ipy"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"ml"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"mr"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"mt"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"mb"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"seperate"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"width"	FALSE	"par(\"din\")[1]"	"par(\"din\")[1]"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"height"	FALSE	"par(\"din\")[2]"	"par(\"din\")[2]"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"unit"	FALSE	"c(\"in\", \"cm\", \"mm\")"	"c(\"in\", \"cm\", \"mm\")"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"dpi"	FALSE	"300"	"300"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"browse"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot2.1"	"utility"	"rcs_plot2.1"	"mfrow"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"r"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"RCS的结果"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"title"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"xlim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"ylim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"breaks"	FALSE	"20"	"20"	"Preserve the package default."	"histgram的柱子个数，默认为20"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"bar.fill"	FALSE	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"Preserve the package default."	"histgram的填充颜色"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"bar.color"	FALSE	"\"gray\""	"\"gray\""	"Preserve the package default."	"histgram的边框颜色"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"bar.alpha"	FALSE	"c(1, 1, 1, 1)"	"c(1, 1, 1, 1)"	"Preserve the package default."	"histgram填充颜色的透明度，0到1"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"lp.color"	FALSE	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"Preserve the package default."	"趋势线的颜色"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"lp.wd"	FALSE	"1.4"	"1.4"	"Preserve the package default."	"趋势线的宽度"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"ci.alpha"	FALSE	"c(0.13, 0.13)"	"c(0.13, 0.13)"	"Preserve the package default."	"可信区间的透明度，默认为0.13"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"reference"	FALSE	"TRUE"	"TRUE"	"Preserve the package default."	"参考值"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"ref.wd"	FALSE	"1"	"1"	"Preserve the package default."	"参考线的宽度"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"xlab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"x轴标题"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"ylab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"y轴标题"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"xylab.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"xytext.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"xtext.line"	FALSE	"1.5"	"1.5"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"ytext.line"	FALSE	"1.65"	"1.65"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"ylab2"	FALSE	"\"Probability density\""	"\"Probability density\""	"Preserve the package default."	"y2轴标题"
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"p.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"px"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"py"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"ip.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"ipx1"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"ipx2"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"ipy"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"ml"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"mr"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"mt"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"mb"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"seperate"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"width"	FALSE	"par(\"din\")[1]"	"par(\"din\")[1]"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"height"	FALSE	"par(\"din\")[2]"	"par(\"din\")[2]"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"unit"	FALSE	"c(\"in\", \"cm\", \"mm\")"	"c(\"in\", \"cm\", \"mm\")"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"dpi"	FALSE	"300"	"300"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"browse"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot2.2"	"utility"	"rcs_plot2.2"	"mfrow"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"r"	TRUE	""	"NULL"	"Required but not inferable from metadata alone; confirm before execution."	"RCS的结果"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"title"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"xlim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"ylim"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"breaks"	FALSE	"20"	"20"	"Preserve the package default."	"histgram的柱子个数，默认为20"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"bar.fill"	FALSE	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"Preserve the package default."	"histgram的填充颜色"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"bar.color"	FALSE	"\"gray\""	"\"gray\""	"Preserve the package default."	"histgram的边框颜色"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"bar.alpha"	FALSE	"c(1, 1, 1, 1)"	"c(1, 1, 1, 1)"	"Preserve the package default."	"histgram填充颜色的透明度，0到1"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"lp.color"	FALSE	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"c(\"red\", \"#71a4d5\", \"#f9e5db\", \"#5fcd72\", \"#e56457\", \"#f9dd4a\")"	"Preserve the package default."	"趋势线的颜色"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"lp.wd"	FALSE	"1.4"	"1.4"	"Preserve the package default."	"趋势线的宽度"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"ci.alpha"	FALSE	"c(0.13, 0.13)"	"c(0.13, 0.13)"	"Preserve the package default."	"可信区间的透明度，默认为0.13"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"reference"	FALSE	"TRUE"	"TRUE"	"Preserve the package default."	"参考值"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"ref.wd"	FALSE	"1"	"1"	"Preserve the package default."	"参考线的宽度"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"xlab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"x轴标题"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"ylab"	FALSE	"NULL"	"NULL"	"Preserve the package default."	"y轴标题"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"xylab.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"xytext.size"	FALSE	"1"	"1"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"xtext.line"	FALSE	"1.5"	"1.5"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"ytext.line"	FALSE	"1.65"	"1.65"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"ylab2"	FALSE	"\"Probability density\""	"\"Probability density\""	"Preserve the package default."	"y2轴标题"
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"p.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"px"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"py"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"ip.size"	FALSE	"0.9"	"0.9"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"ipx1"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"ipx2"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"ipy"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"ml"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"mr"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"mt"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"mb"	FALSE	"3"	"3"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"seperate"	FALSE	"T"	"T"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"file"	FALSE	"NULL"	"NULL"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"width"	FALSE	"par(\"din\")[1]"	"par(\"din\")[1]"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"height"	FALSE	"par(\"din\")[2]"	"par(\"din\")[2]"	"Preserve the package default."	""
"rcs_plot2.3"	"utility"	"rcs_plot2.3"	"unit"	FALSE	"c(\"in\", \"cm\", \"mm\")"	"c(\"in\", \"cm\", \"mm\")"	"Preserve the package default."	""
